"","X1","Label","Months.closed","F.Mortality","Selectivity","year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","CatchTotal","RevenueTotal","Biomass","Profit"
"215",215,"8-0.576057-32",4,0.318057,32,14,257053.348212418,196456.758943518,149937.427637489,92415.4298312101,56845.3768011721,34880.2140443346,21345.0019412443,13030.9039325024,7939.66555917032,4824.49186494909,2910.85923674927,1732.02243277235,1021.46758567098,603.619731380328,375.107880071394,234.866610826216,124.760825087287,890.850662309564,174921.513415245,697885.913655608,1234919207.28473,358322.163518642
"216",216,"8-0.576057-32",4,0.318057,32,15,259553.908107739,198598.191226036,151781.555274942,93707.6714147324,57757.658436105,35527.1393851698,21799.3845035447,13340.1676937723,8144.03503637652,4962.12041972884,3015.20377898401,1819.22449377569,1082.47681429874,638.395298539345,377.249365544631,234.434367220118,146.786586513986,1113.5250545332,179339.569390055,716080.205483097,1262511981.10675,376516.45534613
"217",217,"8-0.576057-32",4,0.318057,32,16,261828.318034189,200530.111878759,153436.015646296,94860.2115737854,58565.2816667097,36097.2958099597,22203.6989447356,13624.1470344582,8337.31824376638,5089.84695284999,3101.21866927389,1884.43759121053,1136.97622920764,676.524755870964,398.983347992809,235.772749638888,146.516443545353,1391.85847811863,183471.69298959,733137.048416475,1288461192.39523,393573.298279509
"218",218,"8-0.576057-32",4,0.318057,32,17,263915.204669125,202287.310143791,154928.608331398,95894.2137658352,59285.5945079967,36602.0429802486,22560.0344624983,13876.8348749815,8514.79923143482,5210.64480548399,3181.04500873596,1938.19504992555,1177.7330142389,710.585719467895,422.813439752767,249.356021793666,147.35290380682,1739.7632996438,187362.08949168,749231.772274112,1313488802.95231,409668.022137146
"219",219,"8-0.576057-32",4,0.318057,32,18,265886.870428915,203899.62880789,156286.211332829,96827.0521311149,59931.8236662625,37052.2230327591,22875.4906012771,14099.5369190144,8672.72370368542,5321.56661024515,3256.54107173099,1988.08479731162,1211.33027115288,736.057834601577,444.100810325292,264.249317241045,155.842157116502,2174.62937961821,191120.042020878,764823.467437764,1338047435.67515,425259.717300797
"220",220,"8-0.576057-32",4,0.318057,32,19,267784.845971765,205422.928373213,157531.881045349,97675.5248438607,60514.8276059329,37456.102374799,23156.8434636199,14296.6902293267,8811.90769726493,5420.26601297056,3325.86481695635,2035.26821492599,1242.51029156994,757.055398458304,460.020335108365,277.553466567367,165.150146842988,2718.19329656334,194813.480193223,780194.439704923,1362625272.75322,440630.689567957
"221",221,"9-0.576057-32",3,0.318057,32,0,176958.348523671,136969.251701554,89942.9181316662,50668.5416070175,28549.2727914244,16089.5841424226,9069.77057667427,5113.97875849846,2884.31718249883,1627.27126598835,918.379598282211,518.493810373965,292.845895219848,165.472418969579,93.5451845580588,52.9111236627982,29.9450341270776,39.1988840684049,130012.795403317,509345.62520545,586703772.311464,0
"222",222,"9-0.576057-32",3,0.318057,32,1,177968.601181278,136717.176350904,105821.790809874,54742.0677067455,30838.4561327332,17375.9786383478,9792.62317471754,5520.14550235221,3112.52711457245,1755.48547647678,990.408090713406,558.954492404428,315.571518721129,178.235153548163,100.711679707471,56.9345195051477,32.2033615781599,47.7153290170159,93077.2646158111,364644.859693124,638659607.710951,-17364.3592109637
"223",223,"9-0.576057-32",3,0.318057,32,2,185600.331468747,137497.692737395,105627.038595831,64406.4453066004,33317.7312795554,18769.2470808909,10575.563022082,5960.09615868021,3359.73287411565,1894.38116512498,1068.44326165649,602.793281398478,340.197152858664,192.066677432723,108.479478383975,61.2962721682634,34.6521258854344,58.0820775211095,102080.036122189,398868.734381211,688436404.903098,16859.5154771238
"224",224,"9-0.576057-32",3,0.318057,32,3,194648.09648304,143393.93117022,106230.061834615,64287.9130295887,39199.7731779553,20278.2113303308,11423.5496896228,6436.61779067789,3627.50057741696,2044.83830736047,1152.97951364938,650.287922444264,366.878808347993,207.054607102795,116.897775596298,66.0239969287506,37.3068247162509,70.7011310341197,110619.435539081,432002.868975832,733555994.14464,49993.6500717446
"225",225,"9-0.576057-32",3,0.318057,32,4,203093.614681173,150384.191281486,110785.467535181,64654.9317971802,39127.6307339653,23858.2056483355,12341.9524368961,6952.72894798968,3917.52651814038,2207.81009044563,1244.55242720731,701.739324360031,395.78552952008,223.293895550016,126.019897468995,71.1476354046326,40.1842655900124,86.0618308235796,118058.218871108,463994.988841208,775236133.891215,81985.7699371208
"226",226,"9-0.576057-32",3,0.318057,32,5,209445.486406536,156909.158374036,116186.109168332,67427.4939118208,39351.00981308,23814.2975048655,14520.8487348691,7511.69752959273,4231.64787982902,2384.32893165726,1343.74214185363,757.473458166471,427.100458875127,240.887428431237,135.903635356905,76.699643539985,43.3026719101302,104.759833631686,124842.521012593,492229.485125672,815059093.64418,110220.266221584
"227",227,"9-0.576057-32",3,0.318057,32,6,214637.713255951,161816.584184006,121227.267633691,70714.4930006103,41038.4776666206,23950.2529855991,14494.1248680807,8837.84183475087,4571.85360781379,2575.51299825071,1451.17701897177,817.843414887607,461.021992552104,259.946671989207,146.611608682551,82.7151949574257,46.6817973773398,127.52021003406,131340.459177843,518146.380865406,853627787.101659,136137.161961318
"228",228,"9-0.576057-32",3,0.318057,32,7,219421.642130327,165828.073891882,125018.721416392,73782.69941156,43039.0479217141,24977.2985986427,14576.8716177528,8821.57685518935,5378.98642994003,2782.57282444294,1567.53761005899,883.231634876846,497.765032770612,280.592376307398,158.211659280892,89.2324017922811,50.3430497563752,155.225561204139,137717.43293516,543412.824026186,890568822.659254,161403.605122099
"229",229,"9-0.576057-32",3,0.318057,32,8,223980.514575427,169524.114530963,128117.979238344,76090.2965408392,44906.4541230629,26194.9081073326,15201.9636389484,8871.9391101301,5369.08705563796,3273.81905610835,1693.56068402874,954.052323020061,537.562344668304,302.955337585226,170.777279422162,96.2925547031134,54.3096252825356,188.950244394236,143864.939526464,568011.512587419,925376828.450697,186002.293683331
"230",230,"9-0.576057-32",3,0.318057,32,9,228212.598005888,173046.277645831,130973.522613771,77976.6016002497,46310.9297717846,27331.4698159552,15943.0387958329,9252.38962761435,5399.73909614431,3267.79398788114,1992.5484757651,1030.75389987757,580.666026268882,327.177223951651,184.388075756367,103.940383379783,58.606654739585,230.002034327897,149661.991471282,591522.986681438,957815072.918177,209513.767777351
"231",231,"9-0.576057-32",3,0.318057,32,10,232009.015095327,176315.965126084,133694.729043021,79714.5744395161,47458.9939153858,28186.2775390296,16634.785731542,9703.43110210346,5631.29315754024,3286.44977659251,1988.88143115855,1212.72720337615,627.349000323616,353.411470133598,199.13027192922,112.224338914548,63.261362013091,279.972836047758,155060.058696057,613522.741678305,987901705.498249,231513.522774217
"232",232,"9-0.576057-32",3,0.318057,32,11,235374.459788811,179249.058868474,136220.874000744,81370.7856197668,48516.7784393472,28885.0252157362,17155.0483961832,10124.449881315,5905.81107899448,3427.38080673934,2000.23592654268,1210.49532555514,738.10363346057,381.824185437269,215.097253105273,121.196899709819,68.3032359502913,340.800415760137,160067.175638523,633919.917117352,1015762449.08189,251910.698213264
"233",233,"9-0.576057-32",3,0.318057,32,12,238370.527332285,181849.185392579,138486.968241437,82908.2762992476,49524.8002652928,29528.8258976873,17580.3280449067,10441.0979799612,6162.05625088976,3594.46098331271,2086.01095090853,1217.40602589715,736.745242946574,449.232912571778,232.390118593684,130.914902891929,73.7642165451015,414.843543473162,164709.827764169,652814.657302229,1041538605.12981,270805.438398142
"234",234,"9-0.576057-32",3,0.318057,32,13,241059.343233971,184163.932891737,140495.813596836,84287.4919943875,50460.5650883933,30142.3394481929,17972.1652373517,10699.9364500522,6354.77816847226,3750.41979408738,2187.70116208274,1269.61138334963,740.951310904804,448.406153700329,273.417174213793,141.439880656432,79.6788966468821,504.973461307316,169012.007621586,670336.890112667,1065376788.03568,288327.67120858
"235",235,"9-0.576057-32",3,0.318057,32,14,243485.520249306,186241.299237394,142284.176478217,85510.1379874453,51299.9988151824,30711.8751311331,18345.5687361309,10938.420797285,6512.31534148337,3867.71636929335,2282.6225628582,1331.50322031519,772.72512113559,450.96609795977,272.913982955847,166.410227441008,86.0847266706861,614.685224433748,172996.145582822,686597.933155113,1087446718.24351,304588.714251025
"236",236,"9-0.576057-32",3,0.318057,32,15,245682.580050879,188115.752031689,143889.13981221,86598.5914640545,52044.1393336763,31222.7807017079,18692.2059318608,11165.6858231116,6657.46435993201,3963.59841059735,2354.01292015454,1389.27534797134,810.394425179116,470.304630743516,274.47204494546,166.103969533391,101.28245921858,748.233232215787,176688.722223163,701704.281786756,1107952216.97092,319695.062882668
"237",237,"9-0.576057-32",3,0.318057,32,16,247682.250864313,189813.189959038,145337.333103892,87575.422250973,52706.606097596,31675.6878509633,19003.1590109594,11376.6600413435,6795.78494914127,4051.94063431586,2412.36972362451,1432.72574800177,845.556345532713,493.231345100259,286.242079685129,167.052254698009,101.096061095607,910.796205176111,180122.93046768,715783.370882206,1127048386.27933,333774.151978118
"238",238,"9-0.576057-32",3,0.318057,32,17,249508.648147606,191358.12609528,146648.76555336,88456.8378962789,53301.1358080647,32078.88580359,19278.8124403168,11565.9157922489,6924.19044430122,4136.12686283744,2466.13755874281,1468.24352030737,872.001615374512,514.631987470769,300.19599374174,174.215865263618,101.67321704924,1108.67800526129,183324.02152428,728930.317647351,1145189543.00552,346921.098743264
"239",239,"9-0.576057-32",3,0.318057,32,18,251217.25409344,192769.191928285,147842.37584613,89255.0166237744,53837.5928847908,32440.7351447077,19524.2113008431,11733.6870743791,7039.37740226484,4214.27845560291,2517.37592544732,1500.96830322116,893.61884035158,530.727404233695,313.221092748416,182.708652955284,106.033214064605,1349.55208680572,186369.146763494,741467.626978222,1162623547.64965,359458.408074135
"240",240,"9-0.576057-32",3,0.318057,32,19,252837.081053099,194089.252735586,148932.558580899,89981.4851086711,54323.3893749456,32767.2396680868,19744.4441056328,11883.0444814673,7141.48824185506,4284.38483399002,2564.94142444853,1532.15357269636,913.536164796544,543.884322175742,323.017265838048,190.636134812907,111.202189771571,1642.7590575069,189299.922110816,753566.395103748,1179613358.78218,371557.176199661
