"","X1","Label","Months.closed","F.Mortality","Selectivity","year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","CatchTotal","RevenueTotal","Biomass","Profit"
"71",71,"12-0.576057-32",0,0.318057,32,10,196253.157100545,150371.322933898,115153.303506874,64153.7068546832,35725.1674165126,19842.267930779,10971.2584627956,6040.2748298449,3347.27608370038,1883.64388365751,1052.80537373414,592.883985259113,283.258669057154,159.571247595732,89.9106809233194,50.6711843971311,28.5635733815266,126.412463987566,150918.954457688,589144.966692648,717442180.428796,79799.3414871978
"72",72,"12-0.576057-32",0,0.318057,32,11,197717.325414146,151624.253461813,116176.16714434,64728.8699551043,36061.4660775824,20081.4882891288,11153.5452426605,6167.05852680763,3395.30132481854,1881.53871167699,1058.8158244172,591.792853953201,333.266256473574,159.222644897565,89.6966584513259,50.5397291768796,28.482799932155,142.115522403004,152931.330592408,597254.042101721,725918708.553952,87908.4168962709
"73",73,"12-0.576057-32",0,0.318057,32,12,199025.214133553,152755.462919903,117144.175296369,65303.8322475881,36384.7712403206,20270.5252653642,11288.0134949353,6269.52382227966,3466.56775993769,1908.53419936367,1057.63248534476,595.171390814825,332.652920214401,187.332430062805,89.5007052478266,50.4194249186842,28.4089075851928,159.769227422583,154782.334342013,604679.499441655,733766168.913427,95333.8742362047
"74",74,"12-0.576057-32",0,0.318057,32,13,200211.81988426,153765.931508644,118018.142330204,65847.9597009911,36707.963526828,20452.2584610032,11394.2731460161,6345.10982588974,3524.16456857049,1948.59380399946,1072.80692983424,594.506223610756,334.552030934586,186.98766737038,105.30150794315,50.309277584302,28.3412833100168,179.615889943558,156498.39547379,611537.325007619,741043612.645958,102191.699802169
"75",75,"12-0.576057-32",0,0.318057,32,14,201305.061924317,154682.697454031,118798.825544059,66339.2256634546,37013.8232294828,20633.9282077386,11496.4272660353,6404.8394812867,3566.65224759579,1980.96956936862,1095.32485037978,603.035936733073,334.178133528785,188.055177264526,105.107713246829,59.1910731707464,28.2793683473887,201.92792091862,158092.851244894,617910.555889265,747789518.357483,108564.930683815
"76",76,"12-0.576057-32",0,0.318057,32,15,202316.861767098,155527.331041717,119507.114542423,66778.0558201831,37289.96893811,20805.8551287623,11598.5457207656,6462.26137495998,3600.2269083212,2004.85233579016,1113.52360493094,615.693494147951,338.972774017895,187.8450056427,105.707771664692,59.0821391557065,33.2719180526471,227.011570409106,159572.381272143,623839.0401965,754044512.920447,114493.41499105
"77",77,"12-0.576057-32",0,0.318057,32,16,203251.862004645,156309.042776097,120159.674425147,67176.1924351955,37536.6399347919,20961.079504599,11695.1876317991,6519.66322080332,3632.50435217179,2023.72500189436,1126.94835641256,625.923203420831,346.087718729907,190.540122945023,105.58963200944,59.4194382353891,33.2106851094448,255.21113110642,160944.660783066,629350.35950947,759811268.44962,120004.734304021
"78",78,"12-0.576057-32",0,0.318057,32,17,204106.969602668,157031.419501644,120763.62118401,67543.0031345016,37760.4366683,21099.7358381966,11782.4408684098,6573.98664445679,3664.7705269286,2041.868488897,1137.55687838078,633.46939589964,351.837944741992,194.539507391463,107.104585485051,59.3530307060482,33.4002844313908,286.91366401827,162209.587798458,634433.863569694,765208080.203225,125088.238364244
"79",79,"12-0.576057-32",0,0.318057,32,18,204903.362889897,157692.071554815,121321.725997953,67882.4878911153,37966.624778675,21225.5343104807,11860.3810361043,6623.03259653755,3695.30628854461,2060.00564142478,1147.75552118963,639.432556468937,356.079738044846,197.771769258154,109.352681091953,60.2046018162511,33.362956068245,322.554311183483,163394.170210571,639199.372711182,770273550.72371,129853.747505732
"80",80,"12-0.576057-32",0,0.318057,32,19,205648.468584595,158307.36121141,121832.142624315,68196.2044135499,38157.4526923638,21341.4347925017,11931.0936661812,6666.84357568737,3722.87552848283,2077.17011072292,1157.95060332426,645.165319698378,359.431692641515,200.156125405266,111.169569115642,61.4682797460563,33.8416330490278,362.622268336533,164507.363884943,643682.743074273,775051929.573959,134337.117868823
"81",81,"2-0.576057-32",10,0.318057,32,0,176958.348523671,136969.251701554,89942.9181316662,50668.5416070175,28549.2727914244,16089.5841424226,9069.77057667427,5113.97875849846,2884.31718249883,1627.27126598835,918.379598282211,518.493810373965,292.845895219848,165.472418969579,93.5451845580588,52.9111236627982,29.9450341270776,39.1988840684049,130012.795403317,509345.62520545,586703772.311464,0
"82",82,"2-0.576057-32",10,0.318057,32,1,177968.601181278,136717.176350904,105821.790809874,65901.7980811957,37125.1908145363,20918.2495959403,11788.9495625674,6645.48362008636,3747.04760013156,2113.35914501799,1192.31290936668,672.903082367032,379.90400030822,214.570212492258,121.24278564074,68.5412036019202,38.7683461945322,57.4425868438601,20894.5372352933,81857.644076296,736561257.2154,-3033.29345794569
"83",83,"2-0.576057-32",10,0.318057,32,2,204002.855289406,137497.692737395,105627.038595831,77536.3578968379,48286.7031729719,27201.8840349816,15326.9461311637,8637.84486650083,4869.19180275779,2745.48768790235,1548.47285968799,873.615913680497,493.040741656275,278.358288107802,157.217078471969,88.8354274474517,50.2206138498142,84.177161205821,26719.5353844536,104974.57325323,893851494.525861,20083.6357189888
"84",84,"2-0.576057-32",10,0.318057,32,3,228363.942007151,157611.633332795,106230.061834615,77393.6616028729,56811.425604277,35380.0013232112,19931.008536739,11230.1594179842,6329.00866542392,3567.69050492906,2011.63781430445,1134.57677216992,640.10442111308,361.25436084773,203.955042577712,115.194040571466,65.09033199844,123.354376221449,32796.5314918347,130172.734722536,1053218395.43412,45281.797188294
"85",85,"2-0.576057-32",10,0.318057,32,4,247844.707786983,176432.892779868,121769.996437503,77835.5008999085,56706.8710429268,41626.1243981119,25923.1716264919,14603.5877801959,8228.41546346346,4637.30841501415,2614.07150397154,1473.94093725891,831.312246704082,469.008935748806,264.693568310595,149.439270070401,84.403470107393,180.765208935681,38711.0140492669,155650.737925332,1215624241.9831,70759.8003910906
"86",86,"2-0.576057-32",10,0.318057,32,5,262230.324004562,191483.639539158,136311.211748559,89221.718443966,57030.6097512368,41549.5165480032,30499.7491961659,18994.0871125881,10700.1497521199,6029.01691056475,3397.78794322771,1915.34826757959,1079.96671720891,609.108231784503,343.646090476492,193.942807889114,109.495186571154,264.895837200779,44764.5711168235,181041.073635469,1382557671.4628,96150.136101227
"87",87,"2-0.576057-32",10,0.318057,32,6,273946.39199672,202597.89803978,147939.346934435,99876.167456634,65373.3700828349,41786.7221382741,30443.6180946387,22347.377145474,13917.0989737959,7840.07371620395,4417.50238174968,2489.58272211626,1403.38892051978,791.299081799035,446.297813485372,251.791866846277,142.103236478255,388.182023407329,51046.6209373158,206516.233161254,1553571407.43172,121625.295627013
"88",88,"2-0.576057-32",10,0.318057,32,7,284377.318316853,211649.676309562,156526.170060419,108396.182517283,73179.9585512164,47899.5203244297,30617.4202709355,22306.2494992317,16374.0777692963,10197.1546565178,5744.4762269177,3236.73454266961,1824.13447625929,1028.27276666844,579.790309162715,327.005494143925,184.489642009386,568.847305752095,57539.5857452964,233087.637834714,1726322547.00794,148196.700300472
"89",89,"2-0.576057-32",10,0.318057,32,8,293600.771346998,219708.560250955,163519.530793742,114687.807200608,79422.632503085,53619.4616787133,35096.3097726682,22433.5955556673,16343.9432584919,11997.4000102855,7471.52573138453,4209.01745520836,2371.57778182365,1336.55594486503,753.422566768134,424.816368843418,239.599186841675,833.596709144536,64127.3907069815,260381.272062451,1897845718.52388,175490.334528209
"90",90,"2-0.576057-32",10,0.318057,32,9,301569.105695862,226834.556085607,169745.786102966,119811.890969847,84032.5494159012,58193.5120520906,39287.350357036,25715.3088656478,16437.2505946556,11975.3202458353,8790.57795100383,5474.43856988676,3083.97619529437,1737.67144048851,979.303783248122,552.037924678905,311.265891107985,1221.56414642391,70681.1990898247,287788.221695299,2065570487.22763,202897.284161057
"91",91,"2-0.576057-32",10,0.318057,32,10,308344.434038009,232990.853211373,175251.296508832,124373.911290221,87787.0010272791,61571.2300522423,42638.7886957193,28786.1132833651,18841.7846303216,12043.687176274,8774.39995490698,6440.91725260696,4011.15899655883,2259.65068435943,1273.20388065346,717.54265398964,404.482004821046,1790.09699469633,77100.4211750376,314748.356065565,2227814192.46645,229857.418531324
"92",92,"2-0.576057-32",10,0.318057,32,11,314094.829798653,238225.439584475,180007.622315632,128407.836835867,91129.6248629381,64322.1427103845,45113.6660317577,31241.7353297186,21091.7842621658,13805.5058918492,8824.49287760495,6429.06352299401,4719.30461070454,2939.00393442676,1655.66168218709,932.885287713143,525.74846447218,2623.23289350112,83320.0837752883,340927.519415976,2383993678.40105,256036.581881734
"93",93,"2-0.576057-32",10,0.318057,32,12,319012.204599062,242668.167931877,184051.838789542,131892.829645077,94085.3100053146,66771.3063094186,47129.2787592712,33055.0950679091,22891.0355164516,15454.0961811202,10115.3896336958,6465.76695385341,4710.61930104716,3457.86712282363,2153.42850632107,1213.11476363865,683.531501321667,3844.12176208005,89316.7611871586,366223.033847999,2534773042.5972,281332.096313758
"94",94,"2-0.576057-32",10,0.318057,32,13,323276.528403748,246467.308257156,187484.269528291,134856.055021755,96638.7883357677,68936.9572521571,48923.7978645452,34531.9484515633,24219.696736225,16772.4200171748,11323.3231388453,7411.61593374788,4737.51215864649,3451.50333637771,2533.60315246097,1577.83195779922,888.8575761529,5633.22919528309,95114.4310361824,390738.457077964,2682270588.71981,305847.519543722
"95",95,"2-0.576057-32",10,0.318057,32,14,327055.54526909,249761.904496816,190419.467229707,137371.020759709,98809.9640603208,70807.9084824906,50510.585286027,35846.8050093135,25301.7974230477,17745.9392807553,12289.2681298907,8296.67716597676,5430.54224687491,3471.20791910809,2528.94036212569,1856.38854997944,1156.08838637772,8255.01197168608,100793.352764201,414813.091126909,2830392452.47699,329922.153592667
"96",96,"2-0.576057-32",10,0.318057,32,15,330512.115411208,252681.554909031,192964.856576186,139521.660412782,100652.696847811,72398.7439498126,51881.4441903457,37009.4551258596,26265.2019153029,18538.801936847,13002.5724263193,9004.43174054184,6079.03273203415,3978.99585713968,2543.3780461518,1852.97209125702,1360.18872772059,12097.008712115,106503.381056144,439081.595832746,2985362436.68745,354190.658298505
"97",97,"2-0.576057-32",10,0.318057,32,16,333811.336511977,255352.084520274,195220.564564082,141386.684788621,102228.48539355,73748.927005926,53047.0603380716,38013.8929247085,27117.083695562,19244.6950703806,13583.5083771785,9527.07473112025,6597.60940302621,4454.14932000575,2915.43777976236,1863.55068218128,1357.68546478945,17727.1238712811,112484.548583396,464566.704121883,3158262095.18119,379675.766587641
"98",98,"2-0.576057-32",10,0.318057,32,17,337157.365528161,257901.047012395,197283.803008929,143039.457629846,103595.001650596,74903.5181701569,54036.3487999645,38867.9479365235,27853.042216587,19868.8747416417,14100.7211574547,9952.73051955696,6980.55353636231,4834.11403286183,3263.58600774782,2136.16142183566,1365.43647151189,25977.5724913733,119165.683269548,493105.617341004,3366149493.12491,408214.679806762
"99",99,"2-0.576057-32",10,0.318057,32,18,340772.182644569,260486.17307679,199253.119277161,144551.206705928,104805.999740485,75904.7740813191,54882.3257301336,39592.8064336014,28478.8142296373,20408.1166392387,14558.0619188654,10331.6959002541,7292.43447601098,5114.69984746205,3541.98878035928,2391.25203596758,1565.18024559279,38067.8940049506,127207.773530758,527536.733330281,3629354877.32107,442645.79579604
"100",100,"2-0.576057-32",10,0.318057,32,19,344799.785592073,263278.963545865,201250.375348908,145994.138353721,105913.668742457,76792.0807559783,55615.9528600476,40212.6595803688,29009.9230629302,20866.6241204895,14953.1681861574,10666.7926387062,7570.10503103907,5343.21716863694,3747.5759470016,2595.23967264874,1752.0869025496,55785.2183630088,137398.550547701,571244.838267189,3975613826.47676,486353.900732947
"101",101,"3-0.576057-32",9,0.318057,32,0,176958.348523671,136969.251701554,89942.9181316662,50668.5416070175,28549.2727914244,16089.5841424226,9069.77057667427,5113.97875849846,2884.31718249883,1627.27126598835,918.379598282211,518.493810373965,292.845895219848,165.472418969579,93.5451845580588,52.9111236627982,29.9450341270776,39.1988840684049,130012.795403317,509345.62520545,586703772.311464,0
"102",102,"3-0.576057-32",9,0.318057,32,1,177968.601181278,136717.176350904,105821.790809874,64178.0323002394,36154.1227192664,20371.0996865167,11480.5909374456,6471.66048330189,3649.03764257679,2058.08089339024,1161.12607906462,655.302237761014,369.967010197983,208.957789149105,118.071488784502,66.7483999942101,37.7542987709389,55.9400851147106,31278.4842432548,122538.393724537,721439071.673954,-4798.01257682499
"103",103,"3-0.576057-32",9,0.318057,32,2,201370.942682657,137497.692737395,105627.038595831,75508.2717988247,45793.7091156091,25797.4780434324,14535.6312740355,8191.88159906736,4617.80031336679,2603.74091206667,1468.52675892892,828.512000219655,467.585542642504,263.986928862492,149.100118385823,84.2489434227202,47.627773923754,79.8311787953,39118.74264427,153574.947151231,859983072.566291,26238.5408498683
"104",104,"3-0.576057-32",9,0.318057,32,3,223575.883732334,155578.230201499,106230.061834615,75369.3079521641,53878.3086773577,32675.7259361658,18407.5790904678,10371.780600267,5845.24999617045,3294.99357841014,1857.87799447923,1047.85523669955,591.177949478966,333.641832866777,188.365710156041,106.389167846734,60.1151432993228,113.92576709132,47129.1765771514,186651.624858932,997594398.645164,59315.2185575698
"105",105,"3-0.576057-32",9,0.318057,32,4,241544.524129528,172733.661785694,120198.998873312,75799.5902434262,53779.1521631506,38444.4257136053,23315.496518527,13134.5772405102,7400.69906783,4170.83024266618,2351.11567088278,1325.67362074072,747.688518716211,421.830182130733,238.067396202218,134.406809138159,75.9131190347646,162.581595351688,54759.1591357971,219516.284220984,1135755522.54924,92179.8779196212
"106",106,"3-0.576057-32",9,0.318057,32,5,254847.710035172,186616.14768401,133453.203519998,85767.0108151843,54086.176566633,38373.6733953156,27431.7049798194,16636.5815090819,9372.06997395244,5280.70818343089,2976.061746638,1677.61932347612,945.923550389223,533.50701646618,300.993470262676,169.871039993761,95.904877420293,232.017530554894,62444.6688484508,251693.951834188,1276184462.02318,124357.545532825
"107",107,"3-0.576057-32",9,0.318057,32,6,265750.148382823,196894.125686543,144178.745934828,95224.4399446659,61198.3478491783,38592.7481428661,27381.2202428013,19573.6683311553,11870.8964266917,6687.36374138899,3768.00605766701,2123.54447543764,1197.05152296643,674.955999110099,380.67956039683,214.771424565089,121.210088776924,331.108415859398,70330.7444754976,283552.11843703,1418680296.34849,156215.712135668
"108",108,"3-0.576057-32",9,0.318057,32,7,275573.059562012,205317.297572278,152119.462735285,102877.562856788,67946.6189166188,43667.5796891124,27537.5392339628,19537.6453606944,13966.6306640409,8470.38088301463,4771.71360584542,2688.62984990602,1515.23776153367,854.146306366534,481.60932302326,271.630781285349,153.248390303827,472.519394507483,78408.7688885439,316464.696267598,1561280614.05783,189128.289966236
"109",109,"3-0.576057-32",9,0.318057,32,8,284374.022729025,212906.431914729,158627.165173421,108543.596268787,73407.4420659508,48482.7532184277,31158.6437039833,19649.1854960636,13940.926768617,9965.77487701897,6043.97087839263,3404.81714719484,1918.44980055085,1081.1854898892,609.46909859957,343.648386455911,193.819918423715,674.324684880645,86529.5587685591,349971.917911136,1701539632.21545,222635.511609774
"110",110,"3-0.576057-32",9,0.318057,32,9,292061.140214891,219706.014095512,164490.494182218,113187.114023722,77450.3937833636,52379.2788342708,34594.4713234883,22232.9949217187,14020.5153183237,9947.43407303986,7110.99701054795,4312.62589998871,2429.47937856763,1368.89413667792,771.4710477937,434.881681720197,245.207490528682,962.317707854807,94531.4252723543,383314.20553203,1837429896.96634,255977.799230667
"111",111,"3-0.576057-32",9,0.318057,32,10,298651.301645249,225645.044413738,169743.81895541,117370.844397721,80763.7378314931,55264.0939069661,37374.8052511269,24684.601568724,15864.1713639793,10004.2238305873,7097.91008014103,5073.99365408378,3077.23887614093,1733.5351050344,976.763195415974,550.476845231154,310.306260859408,1373.30783169363,102295.728289983,415805.539282847,1967680760.46421,288469.132981484
"112",112,"3-0.576057-32",9,0.318057,32,11,304281.453844895,230736.571713648,174332.28546261,121119.311247373,83749.0043611478,57628.3034051655,39433.2414099874,26668.4860625785,17613.4952001113,11319.7494962702,7138.43194634144,5064.65558211756,3620.50659893311,2195.73858721618,1236.94977076052,696.961375139343,392.788242672557,1959.82510266309,109749.881990869,447058.332801735,2091850409.44098,319721.926500372
"113",113,"3-0.576057-32",9,0.318057,32,12,309121.016327586,235086.40045913,178265.975178663,124393.373928735,86423.6921692666,59758.4158781069,41120.2037266632,28137.2663182729,19029.0797260676,12567.965186743,8077.11450654473,5093.56962773556,3613.84349419158,2583.38281963917,1566.75127848258,882.615374180228,497.311078791472,2796.83428899666,116867.74645742,476960.261797997,2210348190.03076,349623.855496635
"114",114,"3-0.576057-32",9,0.318057,32,13,313329.773338296,238825.423358741,181626.632127904,127200.22599558,88759.8727700543,61666.9174489723,42640.1280290018,29340.9844574867,20077.1158433072,13578.0439268784,8967.76858543016,5763.35887762636,3634.4748745398,2578.62841584391,1843.35164442829,1117.94253784051,629.782968681374,3991.31638301714,123670.885513776,505608.669121064,2324504438.28547,378272.262819701
"115",115,"3-0.576057-32",9,0.318057,32,14,317055.25837412,242077.088958312,184515.383392882,129598.195226717,90762.6790648675,63333.8799755501,44001.9236878969,30425.5139901689,20936.0190590752,14325.861511422,9688.50199453862,6398.87779818632,4112.39750599054,2593.34976825154,1839.95917855462,1315.30846268115,797.698738196483,5695.94220580584,130233.970768221,533319.245623831,2436715426.77087,405982.839322468
"116",116,"3-0.576057-32",9,0.318057,32,15,320439.496548103,244955.380934276,187027.604731516,131659.440023331,92473.7303623761,64762.9659975478,45191.3711407513,31397.2121249231,21709.8762212049,14938.72486375,10222.1011048684,6913.15121704418,4565.86682473561,2934.36754614218,1850.46347894808,1312.8877964526,938.527576781049,8128.585784361,136693.832797689,560667.758072878,2550686645.20946,433331.351771515
"117",117,"3-0.576057-32",9,0.318057,32,16,323625.760603818,247570.027211809,189251.359388758,133452.014976038,93944.5146985271,65983.8726316656,46211.0837627648,32245.9326093639,22403.2234638088,15490.9043013154,10659.4047285263,7293.89649026284,4932.82240914637,3257.93686310592,2093.79392028848,1320.38305393309,936.800330227003,11600.1715723813,143263.64036036,588557.574732481,2672651741.94336,461221.168431119
"118",118,"3-0.576057-32",9,0.318057,32,17,326784.892218069,250031.719629488,191271.422636426,135038.756891742,95223.5918688612,67033.3387440949,47082.2516882405,32973.5401959528,23008.8210116289,15985.636545448,11053.407842009,7605.93090794808,5204.50007927732,3519.77501377156,2324.6741552956,1494.0094966633,942.148509791035,16554.4147627227,150303.692128454,618527.189505864,2812372091.65609,491190.783204501
"119",119,"3-0.576057-32",9,0.318057,32,18,330117.636149493,252472.449652257,193173.314461239,136480.156471057,96355.798562101,67946.013779077,47831.0896341352,33595.1549314038,23527.9994435054,16417.7557138304,11406.419981302,7887.06860137354,5427.14968141359,3713.62838934688,2511.50662237494,1658.75219667313,1066.03823542127,23624.5340360938,158379.420514612,653000.105222991,2980620673.51637,525663.698921629
"120",120,"3-0.576057-32",9,0.318057,32,19,333765.046236686,255047.311723508,195059.01083969,137837.235799812,97384.2974220496,68753.8905884876,48482.3214274928,34129.4821122156,23971.5475448877,16788.2112300922,11714.7550734034,8138.95752101873,5627.75317910155,3872.49818870806,2649.82911021074,1792.06497277628,1183.58903922088,33714.1853953865,168114.652017773,694651.758168336,3191521111.56273,567315.351866973
"121",121,"4-0.576057-32",8,0.318057,32,0,176958.348523671,136969.251701554,89942.9181316662,50668.5416070175,28549.2727914244,16089.5841424226,9069.77057667427,5113.97875849846,2884.31718249883,1627.27126598835,918.379598282211,518.493810373965,292.845895219848,165.472418969579,93.5451845580588,52.9111236627982,29.9450341270776,39.1988840684049,130012.795403317,509345.62520545,586703772.311464,0
"122",122,"4-0.576057-32",8,0.318057,32,1,177968.601181278,136717.176350904,105821.790809874,62499.3543401637,35208.4544461916,19838.2613485277,11180.2979199661,6302.38396563634,3553.59129050692,2004.24853188024,1130.75498964455,638.161771089,360.289937783718,203.492167616962,114.983142214314,65.0024900009525,36.7667753618634,54.4768836951422,41628.3724485692,163085.712643333,706712430.817609,-6696.16242515034
"123",123,"4-0.576057-32",8,0.318057,32,2,198738.48496889,137497.692737395,105627.038595831,73533.2335009986,43429.4258411668,24465.580124727,13785.1712093593,7768.94296786824,4379.38791444874,2469.31238010742,1392.70819517289,785.736756575406,443.444570024415,250.357548481766,141.402228808305,79.8992549683321,45.1687997226783,75.7095750979833,50922.915135816,199766.66019617,827751890.968656,29984.7851276866
"124",124,"4-0.576057-32",8,0.318057,32,3,218768.50256813,153544.405923119,106230.061834615,73397.9044735788,51096.6256357083,30178.1522194277,17000.5931886108,9579.01208844856,5398.46748897477,3043.14027989934,1715.87082815085,967.762274014047,545.991179599139,308.139872353327,173.967950554939,98.2572968095383,55.5202338495481,105.217835028774,60233.8746599866,238020.220810921,945702947.851604,68238.3457424373
"125",125,"4-0.576057-32",8,0.318057,32,4,235189.030363525,169019.50201931,118627.675932892,73816.9320508357,51002.5884728842,35505.920616428,20970.1338145639,11813.3380566165,6656.24468474834,3751.27624826862,2114.61120687491,1192.3208754864,672.476705637947,379.39725449442,214.119615736184,120.886500142774,68.2768331000359,146.227115841219,68922.0544531458,275438.281578235,1062443717.46651,105656.406509752
"126",126,"4-0.576057-32",8,0.318057,32,5,247369.775655112,181705.923502711,130583.661393206,82431.7612402399,51293.7615143341,35440.5762615575,24672.2828197697,14571.6844756858,8208.82862683854,4625.27794037019,2606.67930659275,1469.39678915783,828.517535700934,467.28926283719,263.634802348977,148.78700861679,84.001368471338,203.220009244573,77537.782414101,311447.254416544,1179853363.65368,141665.379348061
"127",127,"4-0.576057-32",8,0.318057,32,6,257402.086779569,191116.7092385,140385.130143781,90739.7124085142,57280.0167223359,35642.905999906,24626.8764656729,17144.2263422697,10125.5428475843,5704.13435236134,3214.00384734864,1811.32408218535,1021.05149020667,575.718601491328,324.709024613391,183.194022060606,103.388817773745,282.426223890021,86283.6454468525,346648.364470115,1297938863.55834,176866.489401631
"128",128,"4-0.576057-32",8,0.318057,32,7,266537.422601566,198867.624980269,147655.858333631,97550.5373319336,63053.0291472456,39802.6229980565,24767.4709479654,17112.6744661138,11913.1455740064,7036.01688118761,3963.67742449994,2233.34053951904,1258.64924097362,709.5062091777,400.054185724288,225.633154986733,127.297494184086,392.503534653325,95168.516370387,382684.234247211,1415079794.95338,212902.359178728
"129",129,"4-0.576057-32",8,0.318057,32,8,274825.409186288,205925.541880039,153644.178880184,102602.806336407,67785.7214934565,43814.1622792973,27657.9667426607,17210.3704776464,11891.2208696614,8278.18267410251,4889.17328162489,2754.27220941714,1551.89918940944,874.607657119062,493.020249899267,277.98884924154,156.787513651283,545.484135975085,104023.832312527,419064.535257668,1529292582.66435,249282.660189184
"130",130,"4-0.576057-32",8,0.318057,32,9,282141.085100101,212328.800799161,159097.091825554,106763.958492862,71296.4320340034,47102.8060332814,30445.4971029802,19218.9123911627,11959.1076779753,8262.94767957348,5752.32695345674,3397.37891216088,1913.88314212391,1078.38059242338,607.745612510426,342.588921233609,193.16833334146,758.089842078227,112671.557408624,454960.769872979,1639024324.37628,285178.894804496
"131",131,"4-0.576057-32",8,0.318057,32,10,288462.367059532,217980.857129813,164044.219136414,110553.067690541,74187.92508862,49542.3215239639,32730.7032709404,21155.9058904012,13354.7992495581,8310.12072861356,5741.74049105125,3997.16540237526,2360.76383632683,1329.91527459853,749.342940605519,422.309050828939,238.057501646207,1053.55989434025,120990.747531788,489639.390002569,1743367155.24491,319857.514934086
"132",132,"4-0.576057-32",8,0.318057,32,11,293897.900061657,222864.649432473,168410.970909075,113990.717582161,76820.8936791276,51551.5564114518,34425.8688964018,22743.8453635523,14700.7734027013,9279.95608523651,5774.52000464171,3989.80910263724,2777.54226823713,1640.44283402106,924.128855457561,520.701917839109,293.453265216258,1464.19116752615,128913.600297004,522716.587867009,1842032964.22325,352934.712798525
"133",133,"4-0.576057-32",8,0.318057,32,12,298595.937461131,227064.116313874,172184.165556711,117025.077285229,79209.6409327944,53381.1483384533,35822.0420003464,23921.7786493712,15804.1975951199,10215.2439019699,6448.43724976005,4012.5868652176,2772.43053744709,1930.05299386897,1139.90762238976,642.15680337013,361.824303065075,2034.86843660093,136418.037616759,554100.009971454,1935304033.80826,384318.13490297
"134",134,"4-0.576057-32",8,0.318057,32,13,302696.529767404,230693.797608968,175428.653646672,119646.987205161,81318.1507100728,55041.0362333231,37093.3851646428,24891.9486122348,16622.7175114039,10981.9890890509,7098.34816973363,4480.87712723623,2788.25830336972,1926.50096464228,1341.15134870904,792.096719638325,446.220630033644,2827.97058615693,143523.514008976,583883.518033717,2024036029.7754,414101.642965234
"135",135,"4-0.576057-32",8,0.318057,32,14,306326.789230296,233861.895673609,178232.92810933,121901.510573972,83140.058210271,56506.193273335,38246.8047318682,25775.3769973022,17296.8672670348,11550.7605648377,7631.1425256588,4932.48592224451,3113.66290028424,1937.49933084342,1338.68312177269,931.936556072708,550.410577961085,3930.18904432355,150293.114217628,612335.071227432,2109713216.30174,442553.196158948
"136",136,"4-0.576057-32",8,0.318057,32,15,309607.450607873,236666.616825951,180680.585568918,123850.13918142,84706.6768815627,57772.1966985651,39264.9101137021,26576.862870035,17910.7422092694,12019.2123932944,8026.36930662376,5302.71299440444,3427.47591290007,2163.61582371401,1346.32564439312,930.22143949554,647.582202695217,5462.00374209398,156838.768264294,639921.840289239,2194553256.68758,470139.965220755
"137",137,"4-0.576057-32",8,0.318057,32,16,312659.380812126,239201.240164424,182847.499758607,125550.962481885,86060.7360153343,58860.8055350012,40144.6280316096,27284.3218933426,18467.6771030788,12445.780580454,8351.88617250034,5577.34738632056,3684.73855736277,2381.67757976377,1503.44901890256,935.532060267343,646.39040593214,7590.85238450241,163329.444160214,667354.42668487,2282030463.27801,497572.551616387
"138",138,"4-0.576057-32",8,0.318057,32,17,315620.107379259,241559.146888953,184805.737665099,127056.703462713,87242.6006949989,59801.7114268385,40901.0783538757,27895.618513608,18959.2748085715,12832.7823811031,8648.2990178174,5803.54189242205,3875.5759521339,2560.44372954806,1654.97533406438,1044.71363523261,650.080639429981,10549.4325240458,170031.513489733,695764.480957135,2377770618.01168,525982.605888652
"139",139,"4-0.576057-32",8,0.318057,32,18,318662.705569624,243846.590118292,186627.445158222,128417.439886908,88288.9069641316,60622.9631821835,41554.893150596,28421.2591945433,19384.0513765385,13174.3828075361,8917.21805192797,6009.51265515991,4032.75353632059,2693.05243521286,1779.19599725255,1150.00593683766,725.948512998219,14661.1369767388,177377.863032287,727002.578232036,2487455365.44745,557220.703163553
"140",140,"4-0.576057-32",8,0.318057,32,19,321910.932210794,246197.286973385,188394.712890925,129683.304331624,89234.45275813,61350.0183814281,42125.5629212238,28875.5807075862,19749.3075173866,13469.5506961063,9154.58867029205,6196.37857357593,4175.87808632932,2802.27167928979,1871.34286835809,1236.32414183078,799.113816103818,20375.4028437792,185805.312134709,762936.690174466,2618229743.42164,593154.815105983
"141",141,"5-0.576057-32",7,0.318057,32,0,176958.348523671,136969.251701554,89942.9181316662,50668.5416070175,28549.2727914244,16089.5841424226,9069.77057667427,5113.97875849846,2884.31718249883,1627.27126598835,918.379598282211,518.493810373965,292.845895219848,165.472418969579,93.5451845580588,52.9111236627982,29.9450341270776,39.1988840684049,130012.795403317,509345.62520545,586703772.311464,0
"142",142,"5-0.576057-32",7,0.318057,32,1,177968.601181278,136717.176350904,105821.790809874,60864.5848576877,34287.5216227817,19319.3602401827,10887.8595414018,6137.53514307423,3460.64148876504,1951.82424094465,1101.17830411325,621.46964043784,350.865984506916,198.169508062232,111.975576234222,63.3022470454789,35.8050821897469,53.0519546233872,51950.2553321848,203523.316298754,692370988.549402,-8704.0275368506
