"","Months.closed","F.Mortality","Selectivity","NPV","Label"
"5228",1,0.118,88,1821630.3039014,"1-0.118-88"
"5229",1,0.118,94,1445352.23974144,"1-0.118-94"
"5230",1,0.118,98,1109244.3721612,"1-0.118-98"
"5231",1,0.118,102,828958.732735789,"1-0.118-102"
"5232",1,0.118,105,606624.487512795,"1-0.118-105"
"5233",1,0.118,108,436805.391575535,"1-0.118-108"
"5234",1,0.118,110,310842.876453394,"1-0.118-110"
"5235",1,0.118,112,219495.345678138,"1-0.118-112"
"5236",1,0.118,113,154308.506902949,"1-0.118-113"
"5237",1,0.118,115,108149.77592053,"1-0.118-115"
"5238",1,0.118,116,75290.0514993529,"1-0.118-116"
"5239",1,0.119,11,1751727.47435666,"1-0.119-11"
"5240",1,0.119,29,2027969.04325789,"1-0.119-29"
"5241",1,0.119,43,2366641.57138976,"1-0.119-43"
"5242",1,0.119,56,2620615.720792,"1-0.119-56"
"5243",1,0.119,66,2728971.17971287,"1-0.119-66"
"5244",1,0.119,75,2539112.92718809,"1-0.119-75"
"5245",1,0.12,82,2224674.73755033,"1-0.12-82"
"5246",1,0.12,88,1841050.09570434,"1-0.12-88"
"5247",1,0.12,94,1461099.35985889,"1-0.12-94"
"5248",1,0.12,98,1121342.80506793,"1-0.12-98"
"5249",1,0.12,102,837816.585908443,"1-0.12-102"
"5250",1,0.12,105,612799.923285178,"1-0.12-105"
"5251",1,0.12,108,440863.269370737,"1-0.12-108"
"5252",1,0.12,110,313282.511024574,"1-0.12-110"
"5253",1,0.12,112,220723.317526081,"1-0.12-112"
"5254",1,0.12,113,154636.440062188,"1-0.12-113"
"5255",1,0.12,115,107803.561741605,"1-0.12-115"
"5256",1,0.12,116,74422.8986872219,"1-0.12-116"
"5257",1,0.121,11,1742729.22158876,"1-0.121-11"
"5258",1,0.121,29,2025209.40634963,"1-0.121-29"
"5259",1,0.121,43,2372434.90144737,"1-0.121-43"
"5260",1,0.121,56,2635234.56714228,"1-0.121-56"
"5261",1,0.121,66,2750537.77662079,"1-0.121-66"
"5262",1,0.121,75,2562531.11083546,"1-0.121-75"
"5263",1,0.122,82,2246747.64079718,"1-0.122-82"
"5264",1,0.122,88,1860220.25029703,"1-0.122-88"
"5265",1,0.122,94,1476663.70577728,"1-0.122-94"
"5266",1,0.122,98,1133310.26812009,"1-0.122-98"
"5267",1,0.122,102,846582.461485283,"1-0.122-102"
"5268",1,0.122,105,618911.994339491,"1-0.122-105"
"5269",1,0.122,108,444878.259856118,"1-0.122-108"
"5270",1,0.122,110,315693.509987527,"1-0.122-110"
"5271",1,0.122,112,221932.209570247,"1-0.122-112"
"5272",1,0.122,113,154951.313314896,"1-0.122-113"
"5273",1,0.122,115,107447.600943409,"1-0.122-115"
"5274",1,0.122,116,73547.151854618,"1-0.122-116"
"5275",1,0.123,11,1732996.73209831,"1-0.123-11"
"5276",1,0.123,29,2021701.34251701,"1-0.123-29"
"5277",1,0.123,43,2377502.32797846,"1-0.123-43"
"5278",1,0.123,56,2649207.28176318,"1-0.123-56"
"5279",1,0.123,66,2771562.86971396,"1-0.123-66"
"5280",1,0.123,75,2585519.83940187,"1-0.123-75"
"5281",1,0.124,82,2268492.63873419,"1-0.124-82"
"5282",1,0.124,88,1879144.69233665,"1-0.124-88"
"5283",1,0.124,94,1492048.31360984,"1-0.124-94"
"5284",1,0.124,98,1145149.15839462,"1-0.124-98"
"5285",1,0.124,102,855258.308044363,"1-0.124-102"
"5286",1,0.124,105,624962.343197485,"1-0.124-105"
"5287",1,0.124,108,448851.804259581,"1-0.124-108"
"5288",1,0.124,110,318077.188939725,"1-0.124-110"
"5289",1,0.124,112,223123.265118655,"1-0.124-112"
"5290",1,0.124,113,155254.333824601,"1-0.124-113"
"5291",1,0.124,115,107083.087124295,"1-0.124-115"
"5292",1,0.124,116,72664.0023302846,"1-0.124-116"
"5293",1,0.125,11,1722547.37479105,"1-0.125-11"
"5294",1,0.125,29,2017460.31422343,"1-0.125-29"
"5295",1,0.125,43,2381857.05220235,"1-0.125-43"
"5296",1,0.125,56,2662544.70745648,"1-0.125-56"
"5297",1,0.125,66,2792055.04839341,"1-0.125-66"
"5298",1,0.125,75,2608085.7463695,"1-0.125-75"
"5299",1,0.126,82,2289914.74084649,"1-0.126-82"
"5300",1,0.126,88,1897827.24657769,"1-0.126-88"
"5301",1,0.126,94,1507256.13287123,"1-0.126-94"
"5302",1,0.126,98,1156861.795336,"1-0.126-98"
"5303",1,0.126,102,863846.002376533,"1-0.126-102"
"5304",1,0.126,105,630952.544248157,"1-0.126-105"
"5305",1,0.126,108,452785.277832784,"1-0.126-108"
"5306",1,0.126,110,320434.798672434,"1-0.126-110"
"5307",1,0.126,112,224297.663230784,"1-0.126-112"
"5308",1,0.126,113,155546.644719942,"1-0.126-113"
"5309",1,0.126,115,106711.149901138,"1-0.126-115"
"5310",1,0.126,116,71774.577465965,"1-0.126-116"
"5311",1,0.127,11,1711398.13002141,"1-0.127-11"
"5312",1,0.127,29,2012501.45483486,"1-0.127-29"
"5313",1,0.127,43,2385512.00283058,"1-0.127-43"
"5314",1,0.127,56,2675257.46547788,"1-0.127-56"
"5315",1,0.127,66,2812022.72397224,"1-0.127-66"
"5316",1,0.127,75,2630235.32179568,"1-0.127-75"
"5317",1,0.128,82,2311018.84125545,"1-0.128-82"
"5318",1,0.128,88,1916271.64120725,"1-0.128-88"
"5319",1,0.128,94,1522290.02959739,"1-0.128-94"
"5320",1,0.128,98,1168450.42374037,"1-0.128-98"
"5321",1,0.128,102,872347.352388267,"1-0.128-102"
"5322",1,0.128,105,636884.106604638,"1-0.128-105"
"5323",1,0.128,108,456679.992684111,"1-0.128-108"
"5324",1,0.128,110,322767.527992602,"1-0.128-110"
"5325",1,0.128,112,225456.521535164,"1-0.128-112"
"5326",1,0.128,113,155829.327911018,"1-0.128-113"
"5327",1,0.128,115,106332.857725481,"1-0.128-115"
"5328",1,0.128,116,70879.9434525372,"1-0.128-116"
"5329",1,0.129,11,1699565.5993228,"1-0.129-11"
"5330",1,0.129,29,2006839.5767884,"1-0.129-29"
"5331",1,0.129,43,2388479.84285607,"1-0.129-43"
"5332",1,0.129,56,2687355.96117153,"1-0.129-56"
"5333",1,0.129,66,2831474.13441379,"1-0.129-66"
"5334",1,0.129,75,2651974.916387,"1-0.129-75"
"5335",1,0.13,82,2331809.72225462,"1-0.13-82"
"5336",1,0.13,88,1934481.51105846,"1-0.13-88"
"5337",1,0.13,94,1537152.78934706,"1-0.13-94"
"5338",1,0.13,98,1179917.21662375,"1-0.13-98"
"5339",1,0.13,102,880764.099889658,"1-0.13-102"
"5340",1,0.13,105,642758.476846838,"1-0.13-105"
"5341",1,0.13,108,460537.200497667,"1-0.13-108"
"5342",1,0.13,110,325076.50643088,"1-0.13-110"
"5343",1,0.13,112,226600.898933135,"1-0.13-112"
"5344",1,0.13,113,156103.406791907,"1-0.13-113"
"5345",1,0.13,115,105949.220585841,"1-0.13-115"
"5346",1,0.13,116,69981.108022318,"1-0.13-116"
"5347",1,0.131,11,1687066.01486499,"1-0.131-11"
"5348",1,0.131,29,2000489.17953103,"1-0.131-29"
"5349",1,0.131,43,2390772.97614718,"1-0.131-43"
"5350",1,0.131,56,2698850.38943642,"1-0.131-56"
"5351",1,0.131,66,2850417.3489216,"1-0.131-66"
"5352",1,0.131,75,2673310.7454389,"1-0.131-75"
"5353",1,0.132,82,2352292.05772255,"1-0.132-82"
"5354",1,0.132,88,1952460.40070672,"1-0.132-88"
"5355",1,0.132,94,1551847.12008972,"1-0.132-94"
"5356",1,0.132,98,1191264.27797853,"1-0.132-98"
"5357",1,0.132,102,889097.923271979,"1-0.132-102"
"5358",1,0.132,105,648577.041654246,"1-0.132-105"
"5359",1,0.132,108,464358.095142692,"1-0.132-108"
"5360",1,0.132,110,327362.806840171,"1-0.132-110"
"5361",1,0.132,112,227731.798193155,"1-0.132-112"
"5362",1,0.132,113,156369.848833748,"1-0.132-113"
"5363",1,0.132,115,105561.192600593,"1-0.132-115"
"5364",1,0.132,116,69079.0230419307,"1-0.132-116"
"5365",1,0.133,11,1673915.24864687,"1-0.133-11"
"5366",1,0.133,29,1993464.45723594,"1-0.133-29"
"5367",1,0.133,43,2392403.55385335,"1-0.133-43"
"5368",1,0.133,56,2709750.74003058,"1-0.133-56"
"5369",1,0.133,66,2868860.27238624,"1-0.133-66"
"5370",1,0.133,75,2694248.89264533,"1-0.133-75"
"5371",1,0.134,82,2372470.41641689,"1-0.134-82"
"5372",1,0.134,88,1970211.76745289,"1-0.134-88"
"5373",1,0.134,94,1566375.65498408,"1-0.134-94"
"5374",1,0.134,98,1202493.64542274,"1-0.134-98"
"5375",1,0.134,102,897350.440079062,"1-0.134-102"
"5376",1,0.134,105,654341.130333112,"1-0.134-105"
"5377",1,0.134,108,468143.815177626,"1-0.134-108"
"5378",1,0.134,110,329627.447888919,"1-0.134-110"
"5379",1,0.134,112,228850.168439902,"1-0.134-112"
"5380",1,0.134,113,156629.568072613,"1-0.134-113"
"5381",1,0.134,115,105169.674505633,"1-0.134-115"
"5382",1,0.134,116,68174.5869999641,"1-0.134-116"
"5383",1,0.135,11,1660128.82143216,"1-0.135-11"
"5384",1,0.135,29,1985779.3063029,"1-0.135-29"
"5385",1,0.135,43,2393383.48062769,"1-0.135-43"
"5386",1,0.135,56,2720066.80271799,"1-0.135-56"
"5387",1,0.135,66,2886810.64969367,"1-0.135-66"
"5388",1,0.135,75,2714795.31378318,"1-0.135-75"
"5389",1,0.136,82,2392349.26515417,"1-0.136-82"
"5390",1,0.136,88,1987738.98419783,"1-0.136-88"
"5391",1,0.136,94,1580740.95505133,"1-0.136-94"
"5392",1,0.136,98,1213607.29274609,"1-0.136-98"
"5393",1,0.136,102,905523.209476556,"1-0.136-102"
"5394",1,0.136,105,660052.017242091,"1-0.136-105"
"5395",1,0.136,108,471895.446252884,"1-0.136-108"
"5396",1,0.136,110,331871.396453231,"1-0.136-110"
"5397",1,0.136,112,229956.907542213,"1-0.136-112"
"5398",1,0.136,113,156883.427496241,"1-0.136-113"
"5399",1,0.136,115,104775.516040912,"1-0.136-115"
"5400",1,0.136,116,67268.6473934946,"1-0.136-116"
"5401",1,0.137,11,1645721.9114359,"1-0.137-11"
"5402",1,0.137,29,1977447.33264935,"1-0.137-29"
"5403",1,0.137,43,2393724.42067265,"1-0.137-43"
"5404",1,0.137,56,2729808.17226351,"1-0.137-56"
"5405",1,0.137,66,2904276.06990002,"1-0.137-66"
"5406",1,0.137,75,2734955.84027578,"1-0.137-75"
"5407",1,0.138,82,2411932.9718793,"1-0.138-82"
"5408",1,0.138,88,2005045.34221215,"1-0.138-88"
"5409",1,0.138,94,1594945.5117471,"1-0.138-94"
"5410",1,0.138,98,1224607.13235666,"1-0.138-98"
"5411",1,0.138,102,913617.734623013,"1-0.138-102"
"5412",1,0.138,105,665710.924120263,"1-0.138-105"
"5413",1,0.138,108,475614.02341628,"1-0.138-108"
"5414",1,0.138,110,334095.56991173,"1-0.138-110"
"5415",1,0.138,112,231052.864403815,"1-0.138-112"
"5416",1,0.138,113,157132.241333548,"1-0.138-113"
"5417",1,0.138,115,104379.51823974,"1-0.138-115"
"5418",1,0.138,116,66362.0030173844,"1-0.138-116"
"5419",1,0.139,11,1630709.36276895,"1-0.139-11"
"5420",1,0.139,29,1968481.85879854,"1-0.139-29"
"5421",1,0.139,43,2393437.80361411,"1-0.139-43"
"5422",1,0.139,56,2738984.25328082,"1-0.139-56"
"5423",1,0.139,66,2921263.9702772,"1-0.139-66"
"5424",1,0.139,75,2754736.18263976,"1-0.139-75"
"5425",1,0.14,82,2431225.80862884,"1-0.14-82"
"5426",1,0.14,88,2022134.0538052,"1-0.14-88"
"5427",1,0.14,94,1608991.74943594,"1-0.14-94"
"5428",1,0.14,98,1235495.01763213,"1-0.14-98"
"5429",1,0.14,102,921635.464946571,"1-0.14-102"
"5430",1,0.14,105,671319.022321312,"1-0.14-105"
"5431",1,0.14,108,479300.533324851,"1-0.14-108"
"5432",1,0.14,110,336300.838346923,"1-0.14-110"
"5433",1,0.14,112,232138.841160577,"1-0.14-112"
"5434",1,0.14,113,157376.777250686,"1-0.14-113"
"5435",1,0.14,115,103982.435624647,"1-0.14-115"
"5436",1,0.14,116,65455.4061601317,"1-0.14-116"
"5437",1,0.141,11,1615105.69364747,"1-0.141-11"
"5438",1,0.141,29,1958895.9307707,"1-0.141-29"
"5439",1,0.141,43,2392534.83020925,"1-0.141-43"
"5440",1,0.141,56,2747604.26493794,"1-0.141-56"
"5441",1,0.141,66,2937781.64023371,"1-0.141-66"
"5442",1,0.141,75,2774141.93381937,"1-0.141-75"
"5443",1,0.142,82,2450231.95439191,"1-0.142-82"
"5444",1,0.142,88,2039008.25489699,"1-0.142-88"
"5445",1,0.142,94,1622882.02777207,"1-0.142-94"
"5446",1,0.142,98,1246272.74517923,"1-0.142-98"
"5447",1,0.142,102,929577.798330876,"1-0.142-102"
"5448",1,0.142,105,676877.434957494,"1-0.142-105"
"5449",1,0.142,108,482955.916366725,"1-0.142-108"
"5450",1,0.142,110,338488.026656698,"1-0.142-110"
"5451",1,0.142,112,233215.595287944,"1-0.142-112"
"5452",1,0.142,113,157617.758457278,"1-0.142-113"
"5453",1,0.142,115,103584.978313414,"1-0.142-115"
"5454",1,0.142,116,64549.5647098923,"1-0.142-116"
"5455",1,0.143,11,1598925.10437461,"1-0.143-11"
"5456",1,0.143,29,1948702.32478335,"1-0.143-29"
"5457",1,0.143,43,2391026.47789344,"1-0.143-43"
"5458",1,0.143,56,2755677.24552508,"1-0.143-56"
"5459",1,0.143,66,2953836.22511483,"1-0.143-66"
"5460",1,0.143,75,2793178.57241215,"1-0.143-75"
"5461",1,0.144,82,2468955.49787241,"1-0.144-82"
"5462",1,0.144,88,2055671.0074966,"1-0.144-88"
"5463",1,0.144,94,1636618.64398986,"1-0.144-94"
"5464",1,0.144,98,1256942.05700482,"1-0.144-98"
"5465",1,0.144,102,937446.083213753,"1-0.144-102"
"5466",1,0.144,105,682387.238956878,"1-0.144-105"
"5467",1,0.144,108,486581.068696511,"1-0.144-108"
"5468",1,0.144,110,340657.916579456,"1-0.144-110"
"5469",1,0.144,112,234283.841622019,"1-0.144-112"
"5470",1,0.144,113,157855.865726315,"1-0.144-113"
"5471",1,0.144,115,103187.81403877,"1-0.144-115"
"5472",1,0.144,116,63645.1441741708,"1-0.144-116"
"5473",1,0.145,11,1582181.48510071,"1-0.145-11"
"5474",1,0.145,29,1937913.55376623,"1-0.145-29"
"5475",1,0.145,43,2388923.50617105,"1-0.145-43"
"5476",1,0.145,56,2763212.05688923,"1-0.145-56"
"5477",1,0.145,66,2969434.7298864,"1-0.145-66"
"5478",1,0.145,75,2811851.46578979,"1-0.145-75"
"5479",1,0.146,82,2487400.44015608,"1-0.146-82"
"5480",1,0.146,88,2072125.30209066,"1-0.146-88"
"5481",1,0.146,94,1650203.83510753,"1-0.146-94"
"5482",1,0.146,98,1267504.64260204,"1-0.146-98"
"5483",1,0.146,102,945241.620601975,"1-0.146-102"
"5484",1,0.146,105,687849.467037232,"1-0.146-105"
"5485",1,0.146,108,490176.844187588,"1-0.146-108"
"5486",1,0.146,110,342811.248636227,"1-0.146-110"
"5487",1,0.146,112,235344.254297678,"1-0.146-112"
"5488",1,0.146,113,158091.739331085,"1-0.146-113"
"5489",1,0.146,115,102791.570085122,"1-0.146-115"
"5490",1,0.146,116,62742.7696165392,"1-0.146-116"
"5491",1,0.147,11,1564888.42336872,"1-0.147-11"
"5492",1,0.147,29,1926541.87369674,"1-0.147-29"
"5493",1,0.147,43,2386236.46185512,"1-0.147-43"
"5494",1,0.147,56,2770217.38873985,"1-0.147-56"
"5495",1,0.147,66,2984584.02270584,"1-0.147-66"
"5496",1,0.147,75,2830165.87311788,"1-0.147-75"
"5497",1,0.148,82,2505570.69728594,"1-0.148-82"
"5498",1,0.148,88,2088374.05994511,"1-0.148-88"
"5499",1,0.148,94,1663639.78004734,"1-0.148-94"
"5500",1,0.148,98,1277962.14095484,"1-0.148-98"
"5501",1,0.148,102,952965.666005403,"1-0.148-102"
"5502",1,0.148,105,693265.109599811,"1-0.148-105"
"5503",1,0.148,108,493744.056304508,"1-0.148-108"
"5504",1,0.148,110,344948.723993013,"1-0.148-110"
"5505",1,0.148,112,236397.468606923,"1-0.148-112"
"5506",1,0.148,113,158325.980902355,"1-0.148-113"
"5507",1,0.148,115,102396.83514554,"1-0.148-115"
"5508",1,0.148,116,61843.0275136122,"1-0.148-116"
"5509",1,0.149,11,1547059.21145104,"1-0.149-11"
"5510",1,0.149,29,1914599.28976088,"1-0.149-29"
"5511",1,0.149,43,2382975.68416049,"1-0.149-43"
"5512",1,0.149,56,2776701.76282962,"1-0.149-56"
"5513",1,0.149,66,2999290.83838444,"1-0.149-66"
"5514",1,0.149,75,2848126.94827799,"1-0.149-75"
"5515",1,0.15,82,2523470.1027494,"1-0.15-82"
"5516",1,0.15,88,2104420.13532363,"1-0.15-88"
"5517",1,0.15,94,1676928.60167544,"1-0.15-94"
"5518",1,0.15,98,1288316.1424639,"1-0.15-98"
"5519",1,0.15,102,960619.431293595,"1-0.15-102"
"5520",1,0.15,105,698635.116546105,"1-0.15-105"
"5521",1,0.15,108,497283.479898651,"1-0.15-108"
"5522",1,0.15,110,347071.006246453,"1-0.15-110"
"5523",1,0.15,112,237444.082780604,"1-0.15-112"
"5524",1,0.15,113,158559.155208927,"1-0.15-113"
"5525",1,0.15,115,102004.161102109,"1-0.15-115"
"5526",1,0.15,116,60946.4675353967,"1-0.15-116"
"5527",1,0.151,11,1528706.85348387,"1-0.151-11"
"5528",1,0.151,29,1902097.56234523,"1-0.151-29"
"5529",1,0.151,43,2379151.30965499,"1-0.151-43"
"5530",1,0.151,56,2782673.53701455,"1-0.151-56"
"5531",1,0.151,66,3013561.78174446,"1-0.151-66"
"5532",1,0.151,75,2865739.74269556,"1-0.151-75"
"5533",1,0.152,82,2541102.40988009,"1-0.152-82"
"5534",1,0.152,88,2120266.31762567,"1-0.152-88"
"5535",1,0.152,94,1690072.36876434,"1-0.152-94"
"5536",1,0.152,98,1298568.19079714,"1-0.152-98"
"5537",1,0.152,102,968204.086477903,"1-0.152-102"
"5538",1,0.152,105,703960.399020622,"1-0.152-105"
"5539",1,0.152,108,500795.852930095,"1-0.152-108"
"5540",1,0.152,110,349178.723135824,"1-0.152-110"
"5541",1,0.152,112,238484.6596965,"1-0.152-112"
"5542",1,0.152,113,158791.791864552,"1-0.152-113"
"5543",1,0.152,115,101614.064732654,"1-0.152-115"
"5544",1,0.152,116,60053.6042520006,"1-0.152-116"
"5545",1,0.153,11,1509844.07240482,"1-0.153-11"
"5546",1,0.153,29,1889048.21286471,"1-0.153-29"
"5547",1,0.153,43,2374773.27707292,"1-0.153-43"
"5548",1,0.153,56,2788140.90919702,"1-0.153-56"
"5549",1,0.153,66,3027403.3308745,"1-0.153-66"
"5550",1,0.153,75,2883009.2080769,"1-0.153-75"
"5551",1,0.154,82,2558471.29417777,"1-0.154-82"
"5552",1,0.154,88,2135915.33344717,"1-0.154-88"
"5553",1,0.154,94,1703073.09788115,"1-0.154-94"
"5554",1,0.154,98,1308719.78466755,"1-0.154-98"
"5555",1,0.154,102,975720.761421936,"1-0.154-102"
"5556",1,0.154,105,709241.831082517,"1-0.154-105"
"5557",1,0.154,108,504281.87811861,"1-0.154-108"
"5558",1,0.154,110,351272.468184243,"1-0.154-110"
"5559",1,0.154,112,239519.728516631,"1-0.154-112"
"5560",1,0.154,113,159024.386964094,"1-0.154-113"
"5561",1,0.154,115,101227.029346703,"1-0.154-115"
"5562",1,0.154,116,59164.9187695899,"1-0.154-116"
"5563",1,0.155,11,1490483.31669978,"1-0.155-11"
"5564",1,0.155,29,1875462.52943122,"1-0.155-29"
"5565",1,0.155,43,2369851.33199526,"1-0.155-43"
"5566",1,0.155,56,2793111.92115577,"1-0.155-56"
"5567",1,0.155,66,3040821.84028673,"1-0.155-66"
"5568",1,0.155,75,2899940.19905838,"1-0.155-75"
"5569",1,0.156,82,2575580.355549,"1-0.156-82"
"5570",1,0.156,88,2151369.84856684,"1-0.156-88"
"5571",1,0.156,94,1715932.75520413,"1-0.156-94"
"5572",1,0.156,98,1318772.37954117,"1-0.156-98"
"5573",1,0.156,102,983170.547483182,"1-0.156-102"
"5574",1,0.156,105,714480.251308887,"1-0.156-105"
"5575",1,0.156,108,507742.22452653,"1-0.156-108"
"5576",1,0.156,110,353352.802271849,"1-0.156-110"
"5577",1,0.156,112,240549.786256581,"1-0.156-112"
"5578",1,0.156,113,159257.404651703,"1-0.156-113"
"5579",1,0.156,115,100843.506353461,"1-0.156-115"
"5580",1,0.156,116,58280.8602983576,"1-0.156-116"
"5581",1,0.157,11,1470636.76696425,"1-0.157-11"
"5582",1,0.157,29,1861351.57236778,"1-0.157-29"
"5583",1,0.157,43,2364395.03140049,"1-0.157-43"
"5584",1,0.157,56,2797594.46226621,"1-0.157-56"
"5585",1,0.157,66,3053823.54397901,"1-0.157-66"
"5586",1,0.157,75,2916537.47577092,"1-0.157-75"
"5587",1,0.158,82,2592433.12047159,"1-0.158-82"
"5588",1,0.158,88,2166632.46986072,"1-0.158-88"
"5589",1,0.158,94,1728653.25827055,"1-0.158-94"
"5590",1,0.158,98,1328727.3892781,"1-0.158-98"
"5591",1,0.158,102,990554.499088461,"1-0.158-102"
"5592",1,0.158,105,719676.464332394,"1-0.158-105"
"5593",1,0.158,108,511177.529076182,"1-0.158-108"
"5594",1,0.158,110,355420.25514363,"1-0.158-110"
"5595",1,0.158,112,241575.299289497,"1-0.158-112"
"5596",1,0.158,113,159491.278623671,"1-0.158-113"
"5597",1,0.158,115,100463.916764478,"1-0.158-115"
"5598",1,0.158,116,57401.8476551774,"1-0.158-116"
"5599",1,0.159,11,1450316.3422847,"1-0.159-11"
"5600",1,0.159,29,1846726.17957266,"1-0.159-29"
"5601",1,0.159,43,2358413.74809015,"1-0.159-43"
"5602",1,0.159,56,2801596.27311477,"1-0.159-56"
"5603",1,0.159,66,3066414.55840524,"1-0.159-66"
"5604",1,0.159,75,2932805.7063228,"1-0.159-75"
"5605",1,0.16,82,2609033.04408553,"1-0.16-82"
"5606",1,0.16,88,2181705.74714771,"1-0.16-88"
"5607",1,0.16,94,1741236.47765822,"1-0.16-94"
"5608",1,0.16,98,1338586.18770879,"1-0.16-98"
"5609",1,0.16,102,997873.635245777,"1-0.16-102"
"5610",1,0.16,105,724831.24231577,"1-0.16-105"
"5611",1,0.16,108,514588.39800443,"1-0.16-108"
"5612",1,0.16,110,357475.326854455,"1-0.16-110"
"5613",1,0.16,112,242596.704787319,"1-0.16-112"
"5614",1,0.16,113,159726.413568531,"1-0.16-113"
"5615",1,0.16,115,100088.65263355,"1-0.16-115"
"5616",1,0.16,116,56528.2707034988,"1-0.16-116"
"5617",1,0.161,11,1429533.70644515,"1-0.161-11"
"5618",1,0.161,29,1831596.97173817,"1-0.161-29"
"5619",1,0.161,43,2351916.67499289,"1-0.161-43"
"5620",1,0.161,56,2805124.9490105,"1-0.161-56"
"5621",1,0.161,66,3078600.88535701,"1-0.161-66"
"5622",1,0.161,75,2948749.46920344,"1-0.161-75"
"5623",1,0.162,82,2625383.51221312,"1-0.162-82"
"5624",1,0.162,88,2196592.17496871,"1-0.162-88"
"5625",1,0.162,94,1753684.23860341,"1-0.162-94"
"5626",1,0.162,98,1348350.11014844,"1-0.162-98"
"5627",1,0.162,102,1005128.94099507,"1-0.162-102"
"5628",1,0.162,105,729945.326365687,"1-0.162-105"
"5629",1,0.162,108,517975.408256812,"1-0.162-108"
"5630",1,0.162,110,359518.489153792,"1-0.162-110"
"5631",1,0.162,112,243614.412101727,"1-0.162-112"
"5632",1,0.162,113,159963.186546875,"1-0.162-113"
"5633",1,0.162,115,99718.0784363421,"1-0.162-115"
"5634",1,0.162,116,55660.4917329634,"1-0.162-116"
"5635",1,0.163,11,1408300.27396383,"1-0.163-11"
"5636",1,0.163,29,1815974.35742802,"1-0.163-29"
"5637",1,0.163,43,2344912.82935065,"1-0.163-43"
"5638",1,0.163,56,2808187.94339723,"1-0.163-56"
"5639",1,0.163,66,3090388.4147593,"1-0.163-66"
"5640",1,0.163,75,2964373.25561107,"1-0.163-75"
"5641",1,0.164,82,2641487.84331069,"1-0.164-82"
"5642",1,0.164,88,2211294.19430169,"1-0.164-88"
"5643",1,0.164,94,1765998.32255748,"1-0.164-94"
"5644",1,0.164,98,1358020.45485167,"1-0.164-98"
"5645",1,0.164,102,1012321.3688002,"1-0.164-102"
"5646",1,0.164,105,735019.427888379,"1-0.164-105"
"5647",1,0.164,108,521339.108823634,"1-0.164-108"
"5648",1,0.164,110,361550.186812471,"1-0.164-110"
"5649",1,0.164,112,244628.804087164,"1-0.164-112"
"5650",1,0.164,113,160201.948313255,"1-0.164-113"
"5651",1,0.164,115,99352.5323920994,"1-0.164-115"
"5652",1,0.164,116,54798.8467811037,"1-0.164-116"
"5653",1,0.165,11,1386627.21596506,"1-0.165-11"
"5654",1,0.165,29,1799868.53801782,"1-0.165-29"
"5655",1,0.165,43,2337411.05679074,"1-0.165-43"
"5656",1,0.165,56,2810792.5711695,"1-0.165-56"
"5657",1,0.165,66,3101782.9273833,"1-0.165-66"
"5658",1,0.165,75,2979681.47170685,"1-0.165-75"
"5659",1,0.166,82,2657349.29035457,"1-0.166-82"
"5660",1,0.166,88,2225814.19421522,"1-0.166-88"
"5661",1,0.166,94,1778180.46868459,"1-0.166-94"
"5662",1,0.166,98,1367598.48440987,"1-0.166-98"
"5663",1,0.166,102,1019451.83988456,"1-0.166-102"
"5664",1,0.166,105,740054.229889276,"1-0.166-105"
"5665",1,0.166,108,524680.022020315,"1-0.166-108"
"5666",1,0.166,110,363570.838893789,"1-0.166-110"
"5667",1,0.166,112,245640.238368226,"1-0.166-112"
"5668",1,0.166,113,160443.024582457,"1-0.166-113"
"5669",1,0.166,115,98992.3277297283,"1-0.166-115"
"5670",1,0.166,116,53943.6468994183,"1-0.166-116"
"5671",1,0.167,11,1364525.46589089,"1-0.167-11"
"5672",1,0.167,29,1783289.51250236,"1-0.167-29"
"5673",1,0.167,43,2329420.03528703,"1-0.167-43"
"5674",1,0.167,56,2812946.01189524,"1-0.167-56"
"5675",1,0.167,66,3112790.09747899,"1-0.167-66"
"5676",1,0.167,75,2994678.44079798,"1-0.167-75"
"5677",1,0.168,82,2672971.04266355,"1-0.168-82"
"5678",1,0.168,88,2240154.51346267,"1-0.168-88"
"5679",1,0.168,94,1790232.3753027,"1-0.168-94"
"5680",1,0.168,98,1377085.42709348,"1-0.168-98"
"5681",1,0.168,102,1026521.24551237,"1-0.168-102"
"5682",1,0.168,105,745050.388218884,"1-0.168-105"
"5683",1,0.168,108,527998.644714176,"1-0.168-108"
"5684",1,0.168,110,365580.839971148,"1-0.168-110"
"5685",1,0.168,112,246649.048553612,"1-0.168-112"
"5686",1,0.168,113,160686.717242346,"1-0.168-113"
"5687",1,0.168,115,98637.7539004505,"1-0.168-115"
"5688",1,0.168,116,53095.1793660165,"1-0.168-116"
"5689",1,0.169,11,1342005.72505719,"1-0.169-11"
"5690",1,0.169,29,1766247.08217387,"1-0.169-29"
"5691",1,0.169,43,2320948.27901391,"1-0.169-43"
"5692",1,0.169,56,2814655.31294818,"1-0.169-56"
"5693",1,0.169,66,3123415.49533015,"1-0.169-66"
"5694",1,0.169,75,3009368.40545224,"1-0.169-75"
"5695",1,0.17,82,2688356.22766019,"1-0.17-82"
"5696",1,0.17,88,2254317.44201927,"1-0.17-88"
"5697",1,0.17,94,1802155.70127004,"1-0.17-94"
"5698",1,0.17,98,1386482.47814123,"1-0.17-98"
