"","Label","Months.closed","F.Mortality","Selectivity","year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","CatchTotal","RevenueTotal","Biomass","Profit"
"310","82-0.576057",0,0.318057,82,15,317806.661351447,243936.144193466,186950.086114487,142986.28519988,109058.295683831,82878.5220920012,62716.1095625589,34391.0489449763,18809.0425488699,10251.9571383554,5543.10848502788,2945.57585854473,1520.2140393786,760.617718253557,377.249365544631,210.852042007,118.740654335509,227.011570409106,239333.470831428,1031527.25928345,2421265536.30447,859624.605923589
"311","82-0.576057",0,0.318057,82,16,319501.588028302,245535.911291949,188463.90194242,144436.745174033,110470.522202109,84257.9192670355,64031.5510123489,35253.3776829305,19331.5664161221,10572.7585058222,5762.73176873555,3115.83894988291,1655.73883583162,854.528127827331,427.551132889937,212.055793271501,118.522126514804,255.211131106419,247743.358279731,1067773.87418564,2469600907.37411,895871.220825776
"312","82-0.576057",0,0.318057,82,17,320885.689983132,246845.403561258,189699.874375189,145606.312064982,111591.140662501,85348.9987417119,65097.2666929621,35992.801007698,19816.2903713863,10866.4746079381,5943.05755500307,3239.29148261358,1751.44549088842,930.708025912286,480.339151154377,240.330940035414,119.198767624397,286.91366401827,255066.505418704,1099336.63835461,2510185916.31259,927433.984994749
"313","82-0.576057",0,0.318057,82,18,322013.570938743,247914.754132309,190711.581858939,146561.218473555,112494.742466078,86214.7832212218,65940.2294929468,36591.8508794667,20231.9279151914,11138.9429862556,6108.15843182199,3340.65448318234,1820.83944393532,984.505732450855,523.160664442876,270.003634307903,135.092521794754,322.554311183482,261374.837224203,1126525.54843631,2543950167.82281,954622.895076448
"314","82-0.576057",0,0.318057,82,19,322928.35478032,248786.149580999,191537.757011584,147342.858851786,113232.49860445,86912.9016663889,66609.1304538484,37065.6890395151,20568.6600806219,11372.5771739175,6261.31574203271,3433.45940375023,1877.81664113473,1023.51279543256,553.40091499904,294.074052441991,151.771851959753,362.622268336533,266705.999988103,1149502.85994872,2571765968.17835,977600.206588859
"315","82-0.576057",0,0.318057,82,20,323666.120456178,249492.90721541,192210.992980521,147981.157835605,113836.390233894,87482.8885413527,67148.4934360304,37441.6852288772,20835.0094401929,11561.8578274643,6392.6439496454,3519.55072126689,1929.98325252747,1055.54027076857,575.327190930172,311.072411898894,165.302084421329,407.667499501293,271124.821911833,1168547.98244,2594655731.8146,996645.329080135
"316","88-0.576057",0,0.318057,88,0,176958.348523671,136969.251701554,89942.9181316662,50668.5416070175,28549.2727914244,16089.5841424226,9069.77057667427,5113.97875849846,2884.31718249883,1627.27126598835,918.379598282211,518.493810373965,292.845895219848,165.472418969579,93.5451845580588,52.9111236627982,29.9450341270776,39.1988840684049,26183.7435987155,112851.934910464,586703772.311464,0
"317","88-0.576057",0,0.318057,88,1,177968.601181278,136717.176350904,105821.790809874,69489.4697103091,39146.2736633932,22057.0320387745,12430.7359950189,7007.26150384225,2874.62066593907,1621.30469669153,914.706108727054,516.230727007165,291.45076521595,164.611724469026,93.0137682762967,52.5827214833084,29.7418930976936,44.0682011193458,24956.4921524908,107562.481177235,742234423.181617,-5289.45373322838
"318","88-0.576057",0,0.318057,88,2,204504.984672594,137497.692737395,105627.038595831,81757.4110327257,53687.2329798236,30244.2243870906,17041.157787587,9603.92736133161,3938.85459479275,1615.85418385082,911.352238049181,514.165820309261,290.178662510374,163.827507378916,92.5299629428784,52.2840068624799,29.5572948159092,49.5423886686716,28258.9410859629,121796.0360805,915277268.155828,8944.10117003614
"319","88-0.576057",0,0.318057,88,3,230902.852699656,157999.576100146,106230.061834615,81606.9464007134,63165.3859532903,41478.5002252256,23366.5435602383,13165.9172562716,5398.46748897477,2214.0711475393,908.288448074332,512.280574707589,289.017956972212,163.112445213167,92.0891463575401,52.0120548510593,29.3893842197174,55.6965842184155,35040.3523443733,151023.918604249,1094989638.27415,38171.9836937849
